areaType,areaCode,areaName,date,Age[ 0- 4],Age[ 5- 9],Age[10-14],Age[15-19],Age[20-24],Age[25-29],Age[30-34],Age[35-39],Age[40-44],Age[45-49],Age[50-54],Age[55-59],Age[60-64],Age[65-69],Age[70-74],Age[75-79],Age[80-84],Age[85-89],Age[90+]
unknown,unknown,unknown,2020-08-19,4,1,5,10,22,49,18,48,465,1118,2760,2829,470,544,221,43,10,6,13
unknown,unknown,unknown,2020-08-20,4,0,10,2,19,51,47,3,264,488,2575,2935,793,62,154,7,7,7,35
unknown,unknown,unknown,2020-08-21,2,0,1,0,13,27,39,3,216,1408,1658,2193,483,1177,199,54,15,20,34
unknown,unknown,unknown,2020-08-22,3,1,5,6,15,42,25,9,224,1399,3484,2881,782,1291,49,9,29,18,33
unknown,unknown,unknown,2020-08-23,1,2,1,1,46,1,23,5,133,496,3790,367,600,863,188,30,4,8,27
unknown,unknown,unknown,2020-08-24,2,3,11,2,10,4,41,18,117,682,3057,1132,536,349,216,27,10,9,1
unknown,unknown,unknown,2020-08-25,3,3,9,3,12,35,36,35,54,683,1194,1822,214,1317,72,45,29,6,37
unknown,unknown,unknown,2020-08-26,2,0,11,5,15,39,15,5,313,758,2866,352,546,1203,151,11,0,0,18
unknown,unknown,unknown,2020-08-27,4,2,10,6,43,31,9,32,100,703,1453,1250,450,1213,90,53,28,23,35
unknown,unknown,unknown,2020-08-28,3,0,8,1,23,25,46,36,32,1123,3119,1236,108,11,118,3,5,7,36
unknown,unknown,unknown,2020-08-29,4,1,8,3,5,56,55,31,441,1098,2375,224,197,1420,56,31,27,8,37
unknown,unknown,unknown,2020-08-30,3,3,3,0,38,6,35,15,297,113,2349,425,626,1142,81,41,4,13,37
unknown,unknown,unknown,2020-08-31,3,2,7,9,44,54,6,29,182,622,14,318,586,230,1,57,23,12,12
unknown,unknown,unknown,2020-09-01,2,2,8,7,50,28,42,10,349,645,2983,1779,509,1236,56,60,24,23,25
unknown,unknown,unknown,2020-09-02,4,0,0,0,39,28,49,16,301,702,1781,175,373,746,202,4,30,10,23
unknown,unknown,unknown,2020-09-03,2,0,6,6,52,2,41,4,287,1390,23,2399,517,1523,49,56,4,12,9
unknown,unknown,unknown,2020-09-04,1,2,2,3,14,43,8,18,230,1275,2036,2076,669,172,93,40,25,10,29
unknown,unknown,unknown,2020-09-05,2,0,8,10,27,35,53,29,289,82,710,30,767,1288,225,6,28,21,34
unknown,unknown,unknown,2020-09-06,4,0,7,10,42,34,29,34,165,981,3228,1062,542,1597,218,27,28,14,13
unknown,unknown,unknown,2020-09-07,4,2,1,1,3,56,44,28,207,1415,182,3210,162,250,30,30,12,14,32
unknown,unknown,unknown,2020-09-08,4,2,10,9,57,22,21,14,182,798,3068,2905,232,49,215,9,29,0,34
unknown,unknown,unknown,2020-09-09,3,0,10,6,42,6,53,39,327,1188,1409,3102,219,419,5,43,0,4,36
unknown,unknown,unknown,2020-09-10,4,3,2,8,45,55,26,16,275,579,2658,804,146,1492,181,20,17,0,1
unknown,unknown,unknown,2020-09-11,2,2,11,4,25,43,33,34,8,34,3329,2488,115,1059,18,18,24,12,37
unknown,unknown,unknown,2020-09-12,2,0,2,9,27,45,29,7,193,1114,3070,2278,732,1669,222,22,11,12,38
unknown,unknown,unknown,2020-09-13,3,0,1,2,48,35,34,28,474,1168,699,1249,506,1089,36,16,9,12,10
unknown,unknown,unknown,2020-09-14,3,3,6,1,63,10,16,31,42,1384,607,2251,546,550,144,19,12,14,26
unknown,unknown,unknown,2020-09-15,3,3,8,1,42,37,0,16,288,48,2386,1600,301,1019,222,9,2,21,22
unknown,unknown,unknown,2020-09-16,4,2,7,4,0,50,35,39,284,1080,2753,871,708,1539,155,51,3,0,36
unknown,unknown,unknown,2020-09-17,1,2,5,10,44,18,38,21,453,1417,3006,2780,132,367,162,24,4,18,37
unknown,unknown,unknown,2020-09-18,2,3,0,2,22,34,32,1,296,54,3021,3099,315,666,54,4,4,22,0
unknown,unknown,unknown,2020-09-19,0,3,7,4,40,10,10,32,404,1280,2277,2076,888,941,137,20,23,17,10
unknown,unknown,unknown,2020-09-20,3,3,1,10,61,59,33,11,382,456,1375,2064,233,330,179,9,30,22,8
unknown,unknown,unknown,2020-09-21,0,2,3,5,6,26,45,15,24,1263,1887,1617,447,888,139,31,17,23,37
unknown,unknown,unknown,2020-09-22,3,2,1,1,32,52,55,45,169,0,981,3283,391,439,204,10,1,17,19
unknown,unknown,unknown,2020-09-23,3,2,2,1,9,20,48,15,159,395,2506,1368,392,411,215,45,22,5,37
unknown,unknown,unknown,2020-09-24,2,2,5,9,41,43,26,11,21,663,1358,2042,552,628,90,11,6,13,39
unknown,unknown,unknown,2020-09-25,3,1,4,10,51,35,1,35,274,558,710,833,547,962,11,41,7,17,38
unknown,unknown,unknown,2020-09-26,1,0,10,9,56,12,43,45,120,471,2967,1391,600,689,116,50,3,1,5
unknown,unknown,unknown,2020-09-27,0,1,4,8,27,41,2,47,84,1075,3550,618,340,543,121,58,2,2,31
unknown,unknown,unknown,2020-09-28,3,2,8,8,44,35,11,3,164,738,584,1218,544,652,36,9,2,22,3
unknown,unknown,unknown,2020-09-29,2,2,6,2,42,2,52,33,268,773,2792,2979,762,714,66,4,22,12,36
unknown,unknown,unknown,2020-09-30,2,0,4,8,10,40,46,38,198,1376,531,198,847,512,68,20,1,0,34
unknown,unknown,unknown,2020-10-01,1,2,9,8,16,36,17,28,404,1065,2837,2234,850,306,188,36,25,11,10
unknown,unknown,unknown,2020-10-02,3,2,10,10,48,39,12,19,417,1141,1138,547,443,1304,11,30,24,24,26
unknown,unknown,unknown,2020-10-03,0,0,3,6,26,59,44,1,4,866,2343,703,417,363,130,21,8,17,21
unknown,unknown,unknown,2020-10-04,4,0,3,4,40,13,10,4,468,75,1276,2485,315,1613,80,32,22,4,21
unknown,unknown,unknown,2020-10-05,4,1,8,3,17,48,15,9,286,374,303,1128,115,828,51,29,1,11,0
unknown,unknown,unknown,2020-10-06,1,0,6,0,54,14,40,12,94,1214,2682,623,162,1231,216,5,27,24,39
unknown,unknown,unknown,2020-10-07,4,3,0,10,52,48,9,5,12,540,1639,238,232,861,129,32,10,10,24
unknown,unknown,unknown,2020-10-08,0,0,1,0,52,37,12,4,276,765,2683,1993,314,22,208,35,3,3,30
unknown,unknown,unknown,2020-10-09,1,0,11,10,2,40,9,42,268,124,1809,2421,779,596,93,18,19,7,25
unknown,unknown,unknown,2020-10-10,0,2,8,10,64,42,22,8,86,260,752,1644,577,657,116,25,4,15,19
unknown,unknown,unknown,2020-10-11,1,2,5,10,8,5,3,48,215,669,2413,1337,256,600,78,48,0,2,26
unknown,unknown,unknown,2020-10-12,0,1,11,4,52,27,40,38,450,1228,274,1442,182,1358,204,1,5,12,36
unknown,unknown,unknown,2020-10-13,4,3,10,0,18,39,49,42,225,971,2650,317,175,787,27,38,9,12,37
unknown,unknown,unknown,2020-10-14,2,2,9,9,49,55,40,39,20,181,3486,1838,358,1096,126,32,8,19,28
unknown,unknown,unknown,2020-10-15,4,0,7,3,34,26,8,26,133,642,423,2180,538,1573,82,59,23,16,23
unknown,unknown,unknown,2020-10-16,2,1,11,0,55,22,6,40,49,364,703,1004,255,1531,131,0,11,4,6
unknown,unknown,unknown,2020-10-17,2,0,2,9,60,41,9,47,85,29,1798,3067,841,454,87,14,30,13,28
unknown,unknown,unknown,2020-10-18,2,3,0,1,59,24,6,31,314,1060,1235,2041,226,891,186,41,5,12,24
unknown,unknown,unknown,2020-10-19,1,1,4,9,4,22,1,32,5,1359,3146,3063,219,904,131,56,10,11,1
unknown,unknown,unknown,2020-10-20,4,1,2,4,5,11,45,32,451,1192,1041,465,192,1104,58,0,11,19,29
unknown,unknown,unknown,2020-10-21,4,1,1,8,25,13,4,21,396,398,15,2466,573,319,41,17,4,13,36
unknown,unknown,unknown,2020-10-22,2,3,11,10,54,31,52,7,76,1252,295,3211,794,1109,109,34,2,16,16
unknown,unknown,unknown,2020-10-23,4,3,3,8,50,19,15,40,258,584,2937,92,84,241,112,51,25,15,39
unknown,unknown,unknown,2020-10-24,3,2,3,6,40,51,28,37,179,875,3564,209,206,1663,84,3,0,3,30
unknown,unknown,unknown,2020-10-25,3,3,12,1,58,1,20,47,110,353,1960,339,37,1085,101,39,12,17,24
unknown,unknown,unknown,2020-10-26,1,0,12,3,38,41,29,22,364,1233,3782,2421,44,377,62,27,25,24,39
unknown,unknown,unknown,2020-10-27,2,0,5,9,40,13,34,1,135,1355,2213,251,656,1224,13,38,16,16,6
unknown,unknown,unknown,2020-10-28,0,2,9,6,23,4,18,13,105,788,316,2712,786,492,73,42,18,18,14
unknown,unknown,unknown,2020-10-29,4,2,5,9,52,5,0,25,354,90,3280,836,372,1035,10,32,1,20,22
unknown,unknown,unknown,2020-10-30,3,3,10,4,29,36,5,3,82,291,226,992,668,1379,17,42,27,19,29
unknown,unknown,unknown,2020-10-31,0,1,9,7,40,36,48,28,337,1039,3512,1447,695,937,222,32,5,12,10
unknown,unknown,unknown,2020-11-01,1,0,6,4,17,28,2,27,265,176,1326,2168,397,1014,30,1,24,12,11
unknown,unknown,unknown,2020-11-02,0,3,8,8,38,8,32,11,180,1160,2894,1079,791,1304,56,20,6,1,28
unknown,unknown,unknown,2020-11-03,3,0,7,5,56,21,48,43,9,442,229,1486,722,1537,219,27,27,22,3
unknown,unknown,unknown,2020-11-04,1,2,11,8,63,37,42,21,149,1261,1737,2144,800,1281,148,12,30,23,28
unknown,unknown,unknown,2020-11-05,4,0,8,5,0,3,29,17,353,936,2434,1027,672,1314,122,10,12,10,33
unknown,unknown,unknown,2020-11-06,3,0,2,6,40,3,8,27,388,36,1546,2910,629,725,144,22,4,21,18
unknown,unknown,unknown,2020-11-07,0,3,8,4,0,10,41,31,430,1327,2755,1879,182,1314,168,35,6,7,40
unknown,unknown,unknown,2020-11-08,0,0,10,10,57,55,12,22,419,205,1657,3307,21,135,85,32,16,19,5
unknown,unknown,unknown,2020-11-09,2,3,2,7,58,20,32,32,209,676,68,1512,136,1026,203,11,15,11,30
unknown,unknown,unknown,2020-11-10,0,0,10,9,58,20,38,38,230,919,2024,562,137,618,187,48,4,23,37
unknown,unknown,unknown,2020-11-11,3,3,0,7,16,39,40,44,170,1008,1118,256,78,666,218,39,4,1,5
unknown,unknown,unknown,2020-11-12,3,0,0,0,44,39,31,35,264,899,2435,3262,308,914,112,33,7,14,1
unknown,unknown,unknown,2020-11-13,4,0,4,8,34,15,37,39,289,1079,3005,2484,499,1072,51,2,20,20,21
unknown,unknown,unknown,2020-11-14,1,1,2,10,24,56,43,44,15,947,2574,2950,842,549,191,14,17,5,15
unknown,unknown,unknown,2020-11-15,2,0,9,8,33,46,16,41,235,523,2318,110,96,554,63,0,21,22,12
unknown,unknown,unknown,2020-11-16,0,2,12,4,29,6,34,26,195,1331,2518,546,409,62,97,45,16,11,14
unknown,unknown,unknown,2020-11-17,4,0,1,1,9,50,47,18,120,304,2528,2033,767,597,124,38,21,23,21
unknown,unknown,unknown,2020-11-18,3,2,7,1,64,41,37,46,376,751,3206,967,283,1337,124,55,21,23,11
unknown,unknown,unknown,2020-11-19,3,3,0,2,48,56,45,39,170,717,3824,1095,199,1511,46,13,7,24,9
unknown,unknown,unknown,2020-11-20,2,1,1,2,31,57,40,39,273,1399,3313,1388,5,1555,43,29,22,8,30
unknown,unknown,unknown,2020-11-21,2,0,12,9,16,52,5,7,291,1356,627,1472,400,1450,115,6,28,13,25
unknown,unknown,unknown,2020-11-22,1,1,4,8,51,43,8,42,39,605,2496,1000,465,555,93,7,12,5,32
unknown,unknown,unknown,2020-11-23,4,2,12,9,17,4,3,29,197,500,3131,3339,40,794,67,31,25,2,30
unknown,unknown,unknown,2020-11-24,0,0,5,4,55,58,52,3,344,135,359,622,408,77,191,42,19,22,2
unknown,unknown,unknown,2020-11-25,2,3,4,4,28,59,53,37,386,1382,707,950,383,750,96,57,29,4,4
unknown,unknown,unknown,2020-11-26,4,0,5,4,7,26,12,47,445,1004,2371,453,498,697,96,45,9,12,19
unknown,unknown,unknown,2020-11-27,0,0,3,0,44,30,48,8,126,281,3563,2414,683,1223,51,24,21,23,6
unknown,unknown,unknown,2020-11-28,4,0,12,7,11,25,20,32,58,1019,467,1448,687,789,116,51,30,1,22
unknown,unknown,unknown,2020-11-29,2,3,10,1,40,0,37,7,425,1082,2579,284,846,1013,199,60,9,0,10
unknown,unknown,unknown,2020-11-30,4,2,1,5,62,10,7,36,13,96,258,1878,318,266,225,56,27,0,19
unknown,unknown,unknown,2020-12-01,4,1,1,9,19,20,47,27,100,517,3706,1626,740,1503,200,34,10,15,35
unknown,unknown,unknown,2020-12-02,4,2,4,9,13,15,2,7,267,183,3443,2206,797,1007,204,52,22,8,35
unknown,unknown,unknown,2020-12-03,1,3,7,10,1,20,25,3,242,420,1064,2669,655,929,104,1,12,22,37
unknown,unknown,unknown,2020-12-04,3,2,10,6,11,14,49,37,194,409,2284,1802,246,749,146,1,13,9,13
unknown,unknown,unknown,2020-12-05,0,1,2,8,58,40,52,45,313,783,1226,2910,50,1140,173,35,26,20,29
unknown,unknown,unknown,2020-12-06,2,1,0,8,26,55,28,22,394,986,336,1122,591,1238,96,37,15,3,35
unknown,unknown,unknown,2020-12-07,2,2,6,4,18,25,11,23,96,1154,2691,739,576,986,55,38,23,2,14
unknown,unknown,unknown,2020-12-08,0,3,9,3,32,57,22,13,5,91,94,848,811,366,68,22,4,5,21
unknown,unknown,unknown,2020-12-09,2,1,11,5,22,31,35,38,202,857,1984,2304,365,377,153,53,1,9,34
unknown,unknown,unknown,2020-12-10,0,0,8,5,34,10,42,26,29,204,3495,2258,433,66,31,35,20,23,37
unknown,unknown,unknown,2020-12-11,1,2,6,7,8,14,53,45,183,744,2284,3355,88,1106,150,31,29,19,33
unknown,unknown,unknown,2020-12-12,2,3,4,4,27,0,29,25,17,1014,79,766,242,1219,82,33,19,11,8
unknown,unknown,unknown,2020-12-13,4,2,11,5,7,13,28,12,305,487,1099,1376,667,1669,51,24,5,21,5
unknown,unknown,unknown,2020-12-14,3,0,0,4,56,29,39,15,60,630,2349,2014,383,1481,183,43,23,15,27
unknown,unknown,unknown,2020-12-15,2,0,7,6,62,39,30,16,277,90,1341,3296,18,805,107,1,1,5,38
unknown,unknown,unknown,2020-12-16,0,0,11,9,38,46,55,33,216,4,2993,792,216,1092,226,24,10,16,11
unknown,unknown,unknown,2020-12-17,1,0,10,2,5,51,44,17,153,1199,2773,2549,791,838,85,39,21,5,28
unknown,unknown,unknown,2020-12-18,4,1,11,5,59,12,29,28,130,671,1846,733,151,715,20,52,2,10,16
unknown,unknown,unknown,2020-12-19,3,3,4,2,47,16,49,18,54,82,3546,3165,183,1617,114,52,22,17,26
unknown,unknown,unknown,2020-12-20,1,3,11,2,23,24,11,48,445,1357,3730,1171,356,463,141,27,17,8,17
unknown,unknown,unknown,2020-12-21,0,3,10,2,1,7,30,36,233,51,2971,287,179,1180,118,34,6,6,17
unknown,unknown,unknown,2020-12-22,1,1,3,2,47,5,42,21,296,1355,51,996,726,757,74,59,14,8,30
unknown,unknown,unknown,2020-12-23,0,0,3,4,45,28,45,14,442,1357,117,1763,322,1045,165,9,10,13,40
unknown,unknown,unknown,2020-12-24,2,0,1,9,33,0,27,10,72,1002,2119,2776,383,1662,184,47,21,1,24
unknown,unknown,unknown,2020-12-25,3,0,7,10,32,2,32,46,289,967,453,3159,715,1593,172,29,18,15,24
unknown,unknown,unknown,2020-12-26,1,1,6,2,29,38,13,38,374,1172,363,2806,762,1336,174,13,30,22,21
unknown,unknown,unknown,2020-12-27,1,1,12,7,30,16,2,39,326,670,3594,1846,901,464,65,25,20,24,37
unknown,unknown,unknown,2020-12-28,2,1,8,0,8,5,8,23,71,75,3014,108,49,585,194,29,18,18,11
unknown,unknown,unknown,2020-12-29,4,0,4,0,22,47,24,31,227,1372,167,3190,740,1338,64,32,2,8,21
unknown,unknown,unknown,2020-12-30,2,2,5,8,63,55,45,44,300,658,2925,2075,402,742,221,56,6,14,5
unknown,unknown,unknown,2020-12-31,3,0,9,4,39,16,17,21,261,861,177,2680,389,424,75,19,6,0,5
unknown,unknown,unknown,2021-01-01,3,3,8,4,29,24,53,4,131,90,2766,1249,520,61,59,40,8,24,8
unknown,unknown,unknown,2021-01-02,4,2,8,8,57,7,50,41,4,940,366,13,792,975,166,14,1,12,12
unknown,unknown,unknown,2021-01-03,0,2,4,10,10,46,12,17,366,549,348,394,343,1131,135,14,29,12,30
unknown,unknown,unknown,2021-01-04,0,0,5,2,12,23,55,26,2,804,1001,2263,38,208,49,45,25,17,15
unknown,unknown,unknown,2021-01-05,3,1,4,1,58,6,35,47,138,1416,1144,2203,481,1482,182,3,25,3,4
unknown,unknown,unknown,2021-01-06,2,3,12,7,30,48,46,21,109,708,2864,2714,232,457,15,52,0,7,29
unknown,unknown,unknown,2021-01-07,4,1,7,1,43,10,2,12,464,376,2178,1585,923,1508,27,39,5,8,13
unknown,unknown,unknown,2021-01-08,2,2,4,7,42,3,22,32,210,840,2937,594,162,90,33,13,30,13,18
unknown,unknown,unknown,2021-01-09,4,3,3,7,13,15,11,21,196,32,771,1065,265,873,12,48,22,20,3
unknown,unknown,unknown,2021-01-10,1,2,9,10,22,45,34,22,196,1161,507,983,327,330,71,56,16,9,18
unknown,unknown,unknown,2021-01-11,4,1,11,0,54,9,38,47,375,1090,1890,1036,804,186,146,18,4,19,34
unknown,unknown,unknown,2021-01-12,4,2,6,9,58,26,4,16,16,654,2074,2191,491,284,23,51,20,10,6
unknown,unknown,unknown,2021-01-13,4,3,2,0,31,46,30,23,424,1027,1374,3059,189,590,86,44,30,3,6
unknown,unknown,unknown,2021-01-14,0,3,12,9,34,27,13,19,262,387,2785,348,31,349,135,47,4,3,7
unknown,unknown,unknown,2021-01-15,0,1,4,2,34,10,13,10,81,1034,1374,2792,345,66,129,44,4,8,31
unknown,unknown,unknown,2021-01-16,4,1,11,0,30,8,24,7,69,1360,664,1766,613,310,40,50,2,14,40
unknown,unknown,unknown,2021-01-17,1,3,0,8,46,48,15,32,33,1239,3577,2525,758,817,139,18,27,13,13
unknown,unknown,unknown,2021-01-18,0,1,8,7,0,14,18,5,114,239,1121,1615,477,552,106,22,19,8,39
unknown,unknown,unknown,2021-01-19,0,1,9,1,15,34,32,33,315,424,2194,1306,433,1205,0,12,6,19,31
unknown,unknown,unknown,2021-01-20,0,1,12,10,21,15,38,19,85,473,1635,2832,892,390,41,43,30,1,32
unknown,unknown,unknown,2021-01-21,3,3,12,1,17,42,31,1,201,113,2407,407,205,1009,144,54,6,7,6
unknown,unknown,unknown,2021-01-22,1,0,11,1,33,27,7,39,31,1277,3753,961,634,1336,149,15,0,3,2
unknown,unknown,unknown,2021-01-23,3,2,2,3,34,51,4,7,425,131,3815,342,229,529,156,2,30,21,3
unknown,unknown,unknown,2021-01-24,4,0,1,2,39,43,24,3,396,718,1237,3293,622,1422,144,8,7,6,21
unknown,unknown,unknown,2021-01-25,0,2,4,0,51,26,40,8,14,704,3074,361,0,1096,164,19,21,16,37
unknown,unknown,unknown,2021-01-26,0,3,2,5,43,46,14,17,82,772,121,364,816,80,86,34,0,21,40
unknown,unknown,unknown,2021-01-27,3,3,7,2,8,45,20,10,364,1428,1114,658,587,948,49,49,25,22,27
unknown,unknown,unknown,2021-01-28,3,0,3,4,1,47,55,2,469,256,2350,2238,515,838,167,7,24,10,35
unknown,unknown,unknown,2021-01-29,0,3,11,8,15,34,24,27,151,1389,2106,3180,91,1195,66,5,9,5,20
unknown,unknown,unknown,2021-01-30,3,3,3,7,33,13,52,4,313,1192,832,1646,563,1621,150,55,18,24,0
unknown,unknown,unknown,2021-01-31,3,3,11,8,53,19,48,16,9,412,756,197,197,18,12,17,2,3,20
unknown,unknown,unknown,2021-02-01,4,0,9,4,63,8,7,12,52,267,3626,233,638,722,98,9,12,23,4
unknown,unknown,unknown,2021-02-02,1,3,2,2,62,40,38,20,40,468,1517,1480,612,435,29,48,18,16,0
unknown,unknown,unknown,2021-02-03,3,0,0,6,24,13,35,8,426,706,1313,1808,496,1309,198,5,10,22,40
unknown,unknown,unknown,2021-02-04,0,3,6,4,58,58,11,5,137,241,381,1028,892,1008,125,19,18,14,35
unknown,unknown,unknown,2021-02-05,0,0,4,3,5,11,32,41,363,1095,1998,639,110,1656,205,44,5,20,23
unknown,unknown,unknown,2021-02-06,1,2,2,7,45,2,11,33,152,256,1368,2156,740,1070,140,2,21,17,40
unknown,unknown,unknown,2021-02-07,0,2,0,0,27,9,20,10,99,452,2100,2524,427,568,210,36,28,21,26
unknown,unknown,unknown,2021-02-08,2,2,1,4,27,29,33,31,3,874,1390,987,740,829,35,49,5,12,34
unknown,unknown,unknown,2021-02-09,4,3,5,6,11,0,28,28,428,1373,1818,1969,14,221,32,7,26,9,25
unknown,unknown,unknown,2021-02-10,0,2,1,1,29,37,51,12,93,688,2389,2248,190,150,4,39,12,21,16
unknown,unknown,unknown,2021-02-11,4,2,6,8,31,13,6,29,230,134,2881,1505,516,1061,61,25,28,23,29
unknown,unknown,unknown,2021-02-12,1,2,11,4,8,57,23,13,444,601,3368,2444,284,330,50,12,14,21,5
unknown,unknown,unknown,2021-02-13,2,0,10,2,57,1,44,5,138,442,1587,264,910,1014,76,22,20,5,14
unknown,unknown,unknown,2021-02-14,4,0,3,2,7,10,55,42,175,154,1545,3,829,1224,214,20,11,23,2
unknown,unknown,unknown,2021-02-15,2,3,12,9,63,13,53,48,438,434,929,985,794,487,86,11,19,9,40
unknown,unknown,unknown,2021-02-16,3,3,0,8,49,11,4,42,313,1068,2098,3184,141,1413,61,32,0,19,16
unknown,unknown,unknown,2021-02-17,1,2,4,2,26,24,39,47,334,5,1273,867,600,551,29,51,17,14,24
unknown,unknown,unknown,2021-02-18,1,0,9,8,62,48,26,27,157,439,2690,783,291,669,142,59,12,19,10
unknown,unknown,unknown,2021-02-19,2,2,6,7,49,16,0,14,416,1311,171,672,286,534,219,23,9,16,38
unknown,unknown,unknown,2021-02-20,0,1,12,10,8,49,23,44,183,238,2228,1041,27,1107,227,6,11,13,40
unknown,unknown,unknown,2021-02-21,3,2,9,6,45,21,16,36,377,1070,50,8,399,791,74,46,7,6,11
unknown,unknown,unknown,2021-02-22,0,2,4,1,64,17,19,16,271,1392,3079,2544,246,181,1,10,20,4,38
unknown,unknown,unknown,2021-02-23,3,0,4,10,1,47,9,42,419,221,2585,75,553,1571,177,38,15,14,23
unknown,unknown,unknown,2021-02-24,0,1,6,3,35,43,31,30,287,1419,1121,2994,10,1314,124,24,2,4,11
unknown,unknown,unknown,2021-02-25,1,1,2,6,51,30,47,3,193,22,1071,46,98,83,84,30,2,21,0
unknown,unknown,unknown,2021-02-26,2,2,1,3,9,5,39,6,63,958,1142,2460,398,548,152,1,5,18,24
unknown,unknown,unknown,2021-02-27,2,3,10,8,15,24,5,24,308,267,2451,2274,420,412,4,27,8,14,30
unknown,unknown,unknown,2021-02-28,4,0,5,8,40,42,50,38,172,595,270,1909,734,1458,95,9,2,4,23
unknown,unknown,unknown,2021-03-01,4,0,4,5,7,1,53,45,383,577,1020,2990,103,53,34,46,9,18,4
unknown,unknown,unknown,2021-03-02,1,0,8,7,33,14,30,13,58,343,3526,2424,908,999,173,48,13,12,25
unknown,unknown,unknown,2021-03-03,1,0,4,5,0,40,1,7,347,1271,3222,2900,340,1538,166,39,27,12,9
unknown,unknown,unknown,2021-03-04,0,3,5,3,59,32,17,4,336,1146,2947,765,486,677,18,33,12,4,40
unknown,unknown,unknown,2021-03-05,3,3,8,2,60,29,47,6,61,609,2000,2215,827,193,4,3,7,21,4
unknown,unknown,unknown,2021-03-06,2,3,8,4,20,7,45,33,134,761,912,1224,785,1631,113,23,18,8,17
unknown,unknown,unknown,2021-03-07,3,1,3,4,17,10,32,9,46,175,1810,643,737,994,75,55,6,23,8
unknown,unknown,unknown,2021-03-08,2,2,12,4,40,55,17,36,83,1340,3261,2920,533,1492,214,21,17,19,10
unknown,unknown,unknown,2021-03-09,3,2,12,8,62,32,53,8,207,38,542,2619,582,880,16,33,13,7,16
unknown,unknown,unknown,2021-03-10,1,2,8,0,62,50,42,7,292,175,454,2135,544,431,203,12,13,11,9
unknown,unknown,unknown,2021-03-11,2,0,7,8,64,3,23,12,72,1406,2280,1581,400,1161,212,16,21,3,7
unknown,unknown,unknown,2021-03-12,0,1,7,1,30,1,5,16,31,490,1912,2512,25,790,191,0,11,19,9
unknown,unknown,unknown,2021-03-13,3,1,9,3,8,51,21,48,108,724,3212,288,838,592,130,2,30,14,15
unknown,unknown,unknown,2021-03-14,4,2,12,2,35,6,40,23,101,465,2108,2604,196,632,178,52,9,21,24
unknown,unknown,unknown,2021-03-15,0,3,8,9,38,54,15,4,334,1034,3799,3157,161,958,129,6,19,14,24
unknown,unknown,unknown,2021-03-16,1,3,10,9,22,48,35,15,96,368,661,352,897,512,136,49,4,13,16
unknown,unknown,unknown,2021-03-17,3,0,3,0,10,28,25,19,343,948,691,1108,20,1166,53,39,5,15,32
unknown,unknown,unknown,2021-03-18,1,1,1,6,52,41,3,7,81,192,174,3132,49,219,51,40,30,20,17
unknown,unknown,unknown,2021-03-19,1,3,1,2,64,13,11,40,146,126,1708,2694,756,1036,23,52,24,21,22
unknown,unknown,unknown,2021-03-20,4,1,12,3,9,40,27,48,41,61,2974,358,324,1317,216,9,30,5,16
unknown,unknown,unknown,2021-03-21,4,0,6,0,29,36,36,13,451,1022,2366,1946,152,1376,54,6,19,14,10
unknown,unknown,unknown,2021-03-22,1,2,3,7,33,45,29,10,286,472,33,1910,447,788,219,31,0,19,21
unknown,unknown,unknown,2021-03-23,2,3,3,10,40,0,38,2,289,129,1196,2256,458,574,206,34,26,8,14
unknown,unknown,unknown,2021-03-24,3,0,6,6,5,15,42,36,443,1325,2910,1430,646,262,48,2,18,22,21
unknown,unknown,unknown,2021-03-25,4,2,8,8,58,17,7,47,203,1393,1597,2688,632,1492,200,16,0,19,17
unknown,unknown,unknown,2021-03-26,0,3,1,0,33,49,19,9,105,759,3277,2930,505,1062,227,51,16,0,40
unknown,unknown,unknown,2021-03-27,0,0,2,10,23,10,33,21,63,993,960,1098,45,114,104,11,29,13,1
unknown,unknown,unknown,2021-03-28,4,1,2,10,56,23,31,3,223,129,2626,1831,348,1467,13,52,4,3,14
unknown,unknown,unknown,2021-03-29,2,2,11,0,7,50,52,16,277,209,2800,218,642,1118,100,2,28,21,0
unknown,unknown,unknown,2021-03-30,3,3,3,1,32,26,1,25,35,598,362,1244,308,870,202,51,13,6,34
unknown,unknown,unknown,2021-03-31,2,3,7,3,51,47,29,7,298,1151,423,1812,315,961,158,44,0,17,3
unknown,unknown,unknown,2021-04-01,0,3,5,1,13,47,25,25,304,759,1785,769,292,1162,113,50,14,3,8
unknown,unknown,unknown,2021-04-02,1,3,3,6,7,15,2,41,122,599,2557,1849,813,529,194,56,25,22,18
unknown,unknown,unknown,2021-04-03,0,2,6,8,19,9,54,30,422,1035,2729,297,364,1312,119,57,21,7,22
unknown,unknown,unknown,2021-04-04,3,1,8,8,51,35,37,3,348,1069,2181,1103,693,630,76,6,3,11,25
unknown,unknown,unknown,2021-04-05,3,0,10,3,11,9,11,5,311,729,1560,927,175,260,120,33,30,12,21
unknown,unknown,unknown,2021-04-06,4,2,3,0,38,44,4,4,119,476,3638,1919,274,957,194,49,22,9,0
unknown,unknown,unknown,2021-04-07,3,1,6,7,42,5,12,0,408,508,3399,2377,625,788,15,26,5,21,1
unknown,unknown,unknown,2021-04-08,4,1,2,7,8,22,38,26,190,1179,2552,1203,624,1046,46,17,2,15,31
